레벨,단어,품사,뜻,유의어,반대말,예문,해석
고3-2,platform,n.,"승강장, 연단",,,Wait on platform three.,삼 번 승강장에서 기다리세요.
고3-2,platform,n.,"승강장, 연단",,,She stood on the platform to speak.,그녀는 연단에 서서 말했다.
고3-2,platform,n.,"승강장, 연단",,,The platform was crowded at eight.,여덟 시에 승강장은 붐볐다.
고3-2,plausible,adj.,"그럴듯한, 타당해 보이는","believable, reasonable",,That is a plausible explanation.,그것은 그럴듯한 설명이다.
고3-2,plausible,adj.,"그럴듯한, 타당해 보이는","believable, reasonable",,His excuse sounded plausible.,그의 변명은 그럴듯하게 들렸다.
고3-2,plausible,adj.,"그럴듯한, 타당해 보이는","believable, reasonable",,We need a more plausible theory.,우리는 더 타당한 이론이 필요하다.
고3-2,plot,n.,줄거리,,,The plot of the film is simple.,그 영화의 줄거리는 단순하다.
고3-2,plot,n.,줄거리,,,I could not follow the plot.,나는 그 줄거리를 따라가지 못했다.
고3-2,plot,n.,줄거리,,,A good plot keeps readers awake.,좋은 줄거리는 독자를 깨어 있게 한다.
고3-2,plot,n.,"음모, 계략",scheme,,They discovered a secret plot.,그들은 비밀 음모를 알아냈다.
고3-2,plot,n.,"음모, 계략",scheme,,The plot against the king failed.,왕을 겨눈 음모는 실패했다.
고3-2,polish,v.,"닦다, 광을 내다",,,Polish your shoes before school.,학교 가기 전에 신발을 닦아라.
고3-2,polish,v.,"닦다, 광을 내다",,,He polished the table until it shone.,그는 탁자가 빛날 때까지 닦았다.
고3-2,polish,v.,"닦다, 광을 내다",,,She polished her speech twice.,그녀는 연설문을 두 번 다듬었다.
고3-2,poll,n.,"여론 조사, 투표",survey,,A poll showed strong support.,여론 조사는 강한 지지를 보여 주었다.
고3-2,poll,n.,"여론 조사, 투표",survey,,We ran a poll in our class.,우리는 반에서 설문을 했다.
고3-2,poll,n.,"여론 조사, 투표",survey,,The poll closes at six.,투표는 여섯 시에 끝난다.
고3-2,pond,n.,연못,,,Ducks swim in the pond.,오리들이 연못에서 헤엄친다.
고3-2,pond,n.,연못,,,The pond froze in January.,그 연못은 일월에 얼었다.
고3-2,pond,n.,연못,,,We fed the fish in the pond.,우리는 연못의 물고기에게 먹이를 주었다.
고3-2,populate,v.,"살다, 거주하게 하다",inhabit,,Fish populate the whole river.,물고기가 강 전체에 산다.
고3-2,populate,v.,"살다, 거주하게 하다",inhabit,,The island is thinly populated.,그 섬은 인구가 적다.
고3-2,populate,v.,"살다, 거주하게 하다",inhabit,,Farmers populated the valley long ago.,농부들이 오래전에 그 골짜기에 자리를 잡았다.
고3-2,portion,n.,"부분, 몫",part,,A large portion of the cake is left.,케이크의 큰 부분이 남았다.
고3-2,portion,n.,"부분, 몫",part,,Each child got an equal portion.,아이마다 똑같은 몫을 받았다.
고3-2,portion,n.,"부분, 몫",part,,She saves a portion of her pay.,그녀는 급여의 일부를 저축한다.
고3-2,portrait,n.,초상화,,,The portrait hangs in the hall.,그 초상화는 복도에 걸려 있다.
고3-2,portrait,n.,초상화,,,He painted a portrait of his mother.,그는 어머니의 초상화를 그렸다.
고3-2,portrait,n.,초상화,,,Old portraits filled the museum.,오래된 초상화들이 박물관을 채웠다.
고3-2,pose,v.,자세를 취하다,,,They posed for a photo.,그들은 사진을 찍으려 자세를 취했다.
고3-2,pose,v.,자세를 취하다,,,She posed beside the statue.,그녀는 조각상 옆에서 자세를 잡았다.
고3-2,pose,v.,자세를 취하다,,,Pose naturally and smile.,자연스럽게 서서 웃으세요.
고3-2,pose,v.,"제기하다, 일으키다",present,,The plan poses a real problem.,그 계획은 실제 문제를 일으킨다.
고3-2,pose,v.,"제기하다, 일으키다",present,,Heavy rain posed a danger.,폭우가 위험을 낳았다.
고3-2,posit,v.,"가정하다, 상정하다",assume,,Scientists posit that life began in water.,과학자들은 생명이 물에서 시작되었다고 본다.
고3-2,posit,v.,"가정하다, 상정하다",assume,,He posited a simple answer.,그는 단순한 답을 내놓았다.
고3-2,posit,v.,"가정하다, 상정하다",assume,,The theory posits two causes.,그 이론은 두 가지 원인을 상정한다.
고3-2,praise,v.,칭찬하다,compliment,"blame, insult, blame, insult",The teacher praised my work.,선생님이 내 과제를 칭찬했다.
고3-2,praise,v.,칭찬하다,compliment,"blame, insult, blame, insult",She praises her children often.,그녀는 아이들을 자주 칭찬한다.
고3-2,praise,v.,칭찬하다,compliment,"blame, insult, blame, insult",He was praised for his honesty.,그는 정직함으로 칭찬받았다.
고3-2,preach,v.,"설교하다, 훈계하다",,,The priest preached about peace.,그 신부는 평화에 대해 설교했다.
고3-2,preach,v.,"설교하다, 훈계하다",,,Do not preach to me.,나에게 훈계하지 마라.
고3-2,preach,v.,"설교하다, 훈계하다",,,She preaches kindness every day.,그녀는 매일 친절을 강조한다.
고3-2,precede,v.,"앞서다, 먼저 오다",come before,,A short talk preceded the film.,짧은 강연이 영화에 앞섰다.
고3-2,precede,v.,"앞서다, 먼저 오다",come before,,Thunder precedes the rain here.,여기서는 천둥이 비보다 먼저 온다.
고3-2,precede,v.,"앞서다, 먼저 오다",come before,,The letter A precedes B.,글자 A는 B보다 앞선다.
고3-2,precise,adj.,"정확한, 정밀한","exact, accurate",,Give me the precise figure.,정확한 수치를 알려 줘.
고3-2,precise,adj.,"정확한, 정밀한","exact, accurate",,The instrument makes precise measurements.,그 기구는 정밀한 측정을 한다.
고3-2,precise,adj.,"정확한, 정밀한","exact, accurate",,"To be precise, it took 42 minutes.",정확히 말하면 42분 걸렸다.
고3-2,preclude,v.,"막다, 불가능하게 하다","prevent, rule out",,The rule precludes any exception.,그 규칙은 어떤 예외도 배제한다.
고3-2,preclude,v.,"막다, 불가능하게 하다","prevent, rule out",,Bad weather precluded the flight.,악천후로 비행이 불가능해졌다.
고3-2,preclude,v.,"막다, 불가능하게 하다","prevent, rule out",,This does not preclude further study.,이것이 추가 연구를 막는 것은 아니다.
고3-2,predator,n.,"포식자, 천적",,,The lion is a strong predator.,사자는 강한 포식자다.
고3-2,predator,n.,"포식자, 천적",,,Small birds hide from predators.,작은 새들은 천적을 피해 숨는다.
고3-2,predator,n.,"포식자, 천적",,,Predators keep the balance of nature.,포식자는 자연의 균형을 지킨다.
고3-2,predict,v.,예측하다,forecast,,No one can predict the future.,아무도 미래를 예측할 수 없다.
고3-2,predict,v.,예측하다,forecast,,Experts predict a cold winter.,전문가들은 추운 겨울을 예측한다.
고3-2,predict,v.,예측하다,forecast,,The model predicted the result well.,그 모형은 결과를 잘 예측했다.
고3-2,predominant,adj.,"지배적인, 두드러진","main, leading",,English is the predominant language here.,이곳에서는 영어가 지배적인 언어이다.
고3-2,predominant,adj.,"지배적인, 두드러진","main, leading",,The predominant color is blue.,주된 색은 파란색이다.
고3-2,predominant,adj.,"지배적인, 두드러진","main, leading",,That view was predominant at the time.,그 견해가 당시 지배적이었다.
고3-2,prejudice,n.,편견,bias,,Prejudice hurts everyone.,편견은 모두를 다치게 한다.
고3-2,prejudice,n.,편견,bias,,She fought against prejudice.,그녀는 편견과 싸웠다.
고3-2,prejudice,n.,편견,bias,,We must judge without prejudice.,우리는 편견 없이 판단해야 한다.
고3-2,premium,n.,"추가 요금, 할증금",,,You pay a premium for speed.,빠른 배송에는 추가 요금을 낸다.
고3-2,premium,n.,"추가 요금, 할증금",,,The premium seats sold out.,상급 좌석은 매진되었다.
고3-2,premium,n.,"추가 요금, 할증금",,,Insurance premiums went up.,보험료가 올랐다.
고3-2,prescribe,v.,"처방하다, 규정하다",order,,The doctor prescribed rest.,의사는 휴식을 처방했다.
고3-2,prescribe,v.,"처방하다, 규정하다",order,,She prescribed a simple medicine.,그녀는 간단한 약을 처방했다.
고3-2,prescribe,v.,"처방하다, 규정하다",order,,The rules prescribe what to wear.,규정이 무엇을 입을지 정한다.
고3-2,preserve,v.,"보존하다, 지키다","protect, conserve",,We must preserve our forests.,우리는 숲을 보존해야 한다.
고3-2,preserve,v.,"보존하다, 지키다","protect, conserve",,Salt was used to preserve food.,소금은 음식을 보존하는 데 쓰였다.
고3-2,preserve,v.,"보존하다, 지키다","protect, conserve",,They preserved the old temple.,그들은 그 오래된 사찰을 보존했다.
고3-2,preside,v.,"주재하다, 사회를 보다",,,The principal presided over the meeting.,교장 선생님이 회의를 주재했다.
고3-2,preside,v.,"주재하다, 사회를 보다",,,She presides at every ceremony.,그녀는 모든 행사에서 사회를 본다.
고3-2,preside,v.,"주재하다, 사회를 보다",,,He presided calmly through the debate.,그는 토론 내내 침착하게 진행했다.
고3-2,presume,v.,"추정하다, 가정하다","assume, suppose",,I presume you have read the book.,나는 네가 그 책을 읽었다고 추정한다.
고3-2,presume,v.,"추정하다, 가정하다","assume, suppose",,The missing hiker is presumed safe.,실종된 등산객은 무사한 것으로 추정된다.
고3-2,presume,v.,"추정하다, 가정하다","assume, suppose",,We should not presume guilt.,우리는 유죄를 추정해서는 안 된다.
고3-2,prevail,v.,"만연하다, 우세하다",dominate,,That custom still prevails in the region.,그 관습은 그 지역에서 여전히 만연하다.
고3-2,prevail,v.,"만연하다, 우세하다",dominate,,Common sense finally prevailed.,결국 상식이 이겼다.
고3-2,prevail,v.,"만연하다, 우세하다",dominate,,Silence prevailed in the room.,방 안에는 침묵이 감돌았다.
고3-2,prey,n.,"먹이, 사냥감",,,The eagle spotted its prey.,독수리가 먹잇감을 발견했다.
고3-2,prey,n.,"먹이, 사냥감",,,Rabbits are prey for foxes.,토끼는 여우의 먹이다.
고3-2,prey,n.,"먹이, 사냥감",,,The prey escaped into the grass.,사냥감이 풀숲으로 달아났다.
고3-2,priest,n.,"사제, 성직자",,,The priest welcomed the visitors.,사제가 방문객들을 맞이했다.
고3-2,priest,n.,"사제, 성직자",,,A young priest led the service.,젊은 사제가 예배를 이끌었다.
고3-2,priest,n.,"사제, 성직자",,,Priests lived beside the temple.,성직자들은 사원 옆에 살았다.
고3-2,primitive,adj.,"원시의, 초기의",,,Primitive tools were made of stone.,원시 도구는 돌로 만들어졌다.
고3-2,primitive,adj.,"원시의, 초기의",,,The village looks primitive but works well.,그 마을은 원시적으로 보이지만 잘 돌아간다.
고3-2,primitive,adj.,"원시의, 초기의",,,Primitive people painted on cave walls.,원시인들은 동굴 벽에 그림을 그렸다.
고3-2,principal,"n., adj.",교장,,,Our principal spoke at the ceremony.,우리 교장 선생님이 행사에서 말씀하셨다.
고3-2,principal,"n., adj.",교장,,,The principal knows every student.,교장 선생님은 모든 학생을 안다.
고3-2,principal,"n., adj.",교장,,,She became principal last year.,그녀는 작년에 교장이 되었다.
고3-2,principal,"n., adj.","주요한, 주된",main,,Rice is their principal food.,쌀은 그들의 주식이다.
고3-2,principal,"n., adj.","주요한, 주된",main,,The principal reason is money.,주된 이유는 돈이다.
고3-2,prior,adj.,"이전의, 사전의",previous,,You need prior permission.,너는 사전 허락이 필요하다.
고3-2,prior,adj.,"이전의, 사전의",previous,,He had no prior experience.,그는 이전 경험이 없었다.
고3-2,prior,adj.,"이전의, 사전의",previous,,A prior meeting decided this.,앞선 회의에서 이것이 결정되었다.
고3-2,privilege,n.,"특권, 특별한 기회",advantage,,Education is a privilege.,교육은 특권이다.
고3-2,privilege,n.,"특권, 특별한 기회",advantage,,It was a privilege to meet her.,그녀를 만난 것은 영광이었다.
고3-2,privilege,n.,"특권, 특별한 기회",advantage,,Some students enjoy special privileges.,일부 학생은 특별한 혜택을 누린다.
고3-2,professor,n.,교수,,,The professor explained it twice.,교수님이 그것을 두 번 설명했다.
고3-2,professor,n.,교수,,,She became a professor at thirty.,그녀는 서른에 교수가 되었다.
고3-2,professor,n.,교수,,,Professors met to discuss the plan.,교수들이 그 계획을 논의하려 모였다.
고3-2,profile,n.,"옆모습, 개요",,,Her profile appeared on the coin.,그녀의 옆모습이 동전에 새겨졌다.
고3-2,profile,n.,"옆모습, 개요",,,Fill in your profile online.,온라인에 네 소개를 채워라.
고3-2,profile,n.,"옆모습, 개요",,,The article gives a short profile of him.,그 기사는 그의 짧은 소개를 담고 있다.
고3-2,profound,adj.,"깊은, 심오한","deep, far-reaching",,The book had a profound effect on me.,그 책은 나에게 깊은 영향을 주었다.
고3-2,profound,adj.,"깊은, 심오한","deep, far-reaching",,She showed profound understanding.,그녀는 깊은 이해를 보여 주었다.
고3-2,profound,adj.,"깊은, 심오한","deep, far-reaching",,The change was profound and lasting.,그 변화는 깊고 오래갔다.
고3-2,prohibit,v.,금지하다,"ban, forbid",,Smoking is prohibited in the building.,건물 내 흡연은 금지되어 있다.
고3-2,prohibit,v.,금지하다,"ban, forbid",,The law prohibits such advertising.,법은 그런 광고를 금지한다.
고3-2,prohibit,v.,금지하다,"ban, forbid",,Parents prohibited late-night gaming.,부모님은 밤늦은 게임을 금지하셨다.
고3-2,prominent,adj.,"두드러진, 저명한","notable, well-known",,She is a prominent scientist.,그녀는 저명한 과학자이다.
고3-2,prominent,adj.,"두드러진, 저명한","notable, well-known",,The tower is a prominent landmark.,그 탑은 눈에 띄는 랜드마크이다.
고3-2,prominent,adj.,"두드러진, 저명한","notable, well-known",,He played a prominent role in the project.,그는 그 프로젝트에서 두드러진 역할을 했다.
고3-2,prompt,"v., adj.","촉발하다, 하게 만들다",cause,,The photo prompted many questions.,그 사진은 많은 질문을 불러왔다.
