레벨,갈래,표제어,한자,한자 확인,분류,뜻,예문,현대어 풀이,출처
고2-3,수능 어휘,양감,量感,확인,예술·문화,양이 있는 느낌.,엄마의 양감 있는 손이 가슴을 지그시 누르고 있음을 어렴풋이 느끼다가 윤은 마침내 눈을 떴다.,,표준국어대사전
고2-3,수능 어휘,양감,量感,확인,예술·문화,양이 있는 느낌.,성량은 기름지게 풍부하고 몸매도 비곗살이 양감 있게 부풀어 있고….,,표준국어대사전
고2-3,수능 어휘,개괄,槪括,확인,논리·독서,중요한 내용이나 줄거리를 대강 추려 냄.,그는 이 작품에서 시대의 역사적 개괄을 시도했다.,,표준국어대사전
고2-3,수능 어휘,개괄,槪括,확인,논리·독서,중요한 내용이나 줄거리를 대강 추려 냄.,개괄 설명.,,표준국어대사전
고2-3,수능 어휘,개념,槪念,확인,논리·독서,어떤 사물이나 현상에 대한 일반적인 지식.,정보화라는 개념을 이해하다.,,표준국어대사전
고2-3,수능 어휘,개념,槪念,확인,논리·독서,어떤 사물이나 현상에 대한 일반적인 지식.,신문을 많이 읽다 보면 현대 사회에 대한 개념이 생긴다.,,표준국어대사전
고2-3,수능 어휘,개념,槪念,확인,논리·독서,어떤 사물이나 현상에 대한 일반적인 지식.,아이가 아직 어려서 돈에 대한 개념이 없다.,,표준국어대사전
고2-3,수능 어휘,개념,槪念,확인,논리·독서,어떤 사물이나 현상에 대한 일반적인 지식.,미(美)의 개념을 정의하다.,,표준국어대사전
고2-3,수능 어휘,공리,公理,확인,논리·독서,일반 사람과 사회에서 두루 통하는 진리나 도리.,"이 공리야말로 누구도 무너뜨릴 수 없고, 변경할 수도 없는 엄숙한 철칙이요, 천지자연의 공도다.",,표준국어대사전
고2-3,수능 어휘,공리,公理,확인,논리·독서,일반 사람과 사회에서 두루 통하는 진리나 도리.,공리를 지키다.,,표준국어대사전
고2-3,수능 어휘,구조화,構造化,확인,논리·독서,부분적 요소나 내용이 서로 관련되어 통일된 조직으로 만들어짐. 또는 그렇게 만듦.,부패의 구조화나 비리의 일상화를 깨뜨릴 근본적인 처방을 내리기란 쉽지 않다.,,표준국어대사전
고2-3,수능 어휘,귀결,歸結,확인,논리·독서,어떤 결말이나 결과에 이름. 또는 그 결말이나 결과.,할아버지의 죽음은 이네들이 그토록 바라고 있었던 당위성 있는 하나의 귀결이 아닌가.,,표준국어대사전
고2-3,수능 어휘,귀결,歸結,확인,논리·독서,어떤 결말이나 결과에 이름. 또는 그 결말이나 결과.,당연한 귀결.,,표준국어대사전
고2-3,수능 어휘,귀결,歸結,확인,논리·독서,어떤 결말이나 결과에 이름. 또는 그 결말이나 결과.,자연스러운 귀결.,,표준국어대사전
고2-3,수능 어휘,귀결,歸結,확인,논리·독서,어떤 결말이나 결과에 이름. 또는 그 결말이나 결과.,귀결이 나다.,,표준국어대사전
고2-3,수능 어휘,논박,論駁,확인,논리·독서,어떤 주장이나 의견에 대하여 그 잘못된 점을 조리 있게 공격하여 말함.,젊은 학자들의 새로운 주장은 기존 학계의 논박의 대상이 될 것이다.,,표준국어대사전
고2-3,수능 어휘,논박,論駁,확인,논리·독서,어떤 주장이나 의견에 대하여 그 잘못된 점을 조리 있게 공격하여 말함.,"석성은 병부 상서라는 큰 지위에서 책임을 지고 물러나게 될 뿐 아니라, 반대 당의 논박으로 나랏일을 그르쳤다 하여 신변이 위태롭게 되는 처지에 놓여 있게 되었다.",,표준국어대사전
고2-4,사자성어,조변석개,朝變夕改,확인,,방침이나 명령이 자주 바뀌어 미더움이 없음,조변석개하는 정책으로 혼란을 초래하다.,,
고2-4,사자성어,주야장천,晝夜長川,확인,,밤낮으로 쉬지 않고 계속 흐름,주야장천 임만을 기다리는 화자의 슬픔.,,
고2-4,사자성어,지기지우,知己之友,확인,,나를 깊이 잘 알아주는 친한 친구,자신의 속마음을 이해해 주는 지기지우.,,
고2-4,사자성어,진선진미,盡善盡美,확인,,완전무결하여 더할 나위 없이 훌륭함,진선진미한 예술적 완성도를 보여주다.,,
고2-4,사자성어,진인사대천명,盡人事待天命,못 함,,할 일을 다 하고 하늘의 뜻을 기다림,최선을 다했으니 이제 진인사대천명의 자세로 기다리다.,,
고2-4,사자성어,창해상전,滄海桑田,확인,,푸른 바다가 뽕나무 밭이 됨 (세상의 변천이 큼),고향의 변한 모습에 창해상전을 느끼다.,,
고2-4,사자성어,창해일속,滄海一粟,확인,,넓은 바다 속 떨어진 한 알의 좁쌀 (지극히 작은 존재),거대한 우주 앞에 인간은 창해일속에 불과하다.,,
고2-4,사자성어,초미지급,焦眉之急,확인,,눈썹에 불이 붙은 것처럼 매우 급함,초미지급의 사안을 해결하기 위해 긴급 회의를 열다.,,
고2-4,사자성어,태산북두,泰山北斗,확인,,세상 사람들에게 존경받는 인물,학계의 태산북두로 추앙받는 스승.,,
고2-4,사자성어,토사호비,兔死狐悲,확인,,토끼가 죽으니 여우가 슬퍼함 (동류의 비운을 탄식함),동병상련의 처지에서 토사호비의 슬픔을 나누다.,,
고2-4,사자성어,봉두난발,蓬頭亂髮,확인,,쑥대머리와 흐트러진 머리털,오랜 고초로 봉두난발이 된 인물의 모습.,,
고2-4,사자성어,파사현정,破邪顯正,확인,,사악한 것을 깨뜨리고 바른 것을 드러냄,파사현정의 정신으로 진실을 규명하다.,,
고2-4,개념어,이데올로기,,,비문학,"특정 집단이나 계급의 이익을 반영하는 체계화된 관념, 신념, 관점의 집합","자본주의, 사회주의처럼 사회 구성원들의 의식을 지배하는 신념 체계.",,
고2-4,개념어,담론 (Discourse),,,비문학,"특정 사회·역사적 맥락 속에서 형성된 언어 표현, 지식, 언어 사용의 체계",환경 보호와 관련된 사회적 담론이 제도와 대중의 행동을 재구성함.,,
고2-4,개념어,패러독스 (비문학),,,비문학,논리적 전제는 타당해 보이나 도출된 결론이 명백히 모순되거나 허구인 상태,"""모든 규칙에는 예외가 있다""는 규칙 자체도 예외가 있어야 하는 논리적 패러독스.",,
고2-4,개념어,딜레마,,,비문학,두 가지 선택지 모두 나쁜 결과를 가져와 어느 쪽도 선뜻 선택하기 힘든 곤란한 상태,경제 성장과 환경 보호 사이에서 양쪽 다 포기할 수 없어 고민하는 상황.,,
고2-4,개념어,트레이드오프,,,비문학,한쪽 측면을 얻으려면 반드시 다른 쪽 측면을 희생해야 하는 기회비용적 상충 관계,통화량을 늘려 실업률을 낮추려 하면 물가가 상승하는 상충 관계.,,
고2-4,개념어,한계효용,,,비문학,재화나 서비스를 한 단위 추가로 소비할 때 얻는 추가적인 만족감의 크기,목이 말라 물 한 잔을 마실 때의 효용과 세 잔째 마실 때의 추가 효용 차이.,,
고2-4,개념어,한계비용,,,비문학,상품 생산량을 한 단위 더 늘릴 때 추가로 드는 비용의 변화량,공장에서 제품 100개에서 101개째로 늘려 만들 때 더 필요한 원자재 및 임금.,,
고2-4,개념어,규모의 경제,,,비문학,생산 규모를 확대함에 따라 제품 하나당 평균 생산 비용이 감소하는 현상,대량 생산 설비를 갖춘 대기업이 소규모 공장보다 제품 단가를 낮춤.,,
고2-4,고전,도라보다,,,동작/감정,"돌아보다, 그리워하다",고향을 도라보니,,
고2-4,고전,차마,,,부사,참아서 차마 못 함,차마 버리지 못하여,,
고2-4,고전,건듯,,,부사,"문득, 얼핏, 살랑",동풍이 건듯 불어,,
고2-4,고전,어이할꼬,,,어조/표현,어찌할 것인가 (탄식),이 내 몸 어이할꼬,,
고2-4,고전,한사코,,,부사,굳은 마음으로 끝까지,한사코 지키리라,,
고2-4,고전,겨르,,,시간,"한가한 여유, 겨를",생각할 겨르 없이,,
고2-4,수능 어휘,논평,論評,확인,논리·독서,어떤 글이나 말 또는 사건 따위의 내용에 대하여 논하여 비평함. 또는 그런 비평.,북한의 외교 정책에 대한 논평이 그 잡지에 실렸다.,,표준국어대사전
고2-4,수능 어휘,논평,論評,확인,논리·독서,어떤 글이나 말 또는 사건 따위의 내용에 대하여 논하여 비평함. 또는 그런 비평.,"그중에는 그럴 수도 있는 일이라고 동정하는 축도 없지 않았으나, 그와 같은 극소수의 호의적인 논평은 누구의 입에서 떨어지자마자 절대다수의 여론에 의해서 당장에 짓눌리고 말았다.",,표준국어대사전
고2-4,수능 어휘,대전제,大前提,확인,철학,"삼단 논법에서, 대개념을 포함한 전제. 결론의 술어를 포함하며, 추론에 있어서 결론의 기초가 되는 판단을 나타낸다.",정부가 참전을 결정했다는 대전제 속에 포함된 일이라면 아무 거리낄 게 없었다.,,우리말샘
고2-4,수능 어휘,대전제,大前提,확인,철학,"삼단 논법에서, 대개념을 포함한 전제. 결론의 술어를 포함하며, 추론에 있어서 결론의 기초가 되는 판단을 나타낸다.",웹 디자인도 환경이나 특성은 다르지만 디자인이라는 대전제에서 벗어날 수 없다.,,우리말샘
고2-4,수능 어휘,대조,對照,확인,논리·독서,둘 이상인 대상의 내용을 맞대어 같고 다름을 검토함.,원문과의 대조가 필요하다.,,표준국어대사전
고2-4,수능 어휘,대조,對照,확인,논리·독서,둘 이상인 대상의 내용을 맞대어 같고 다름을 검토함.,"설명의 방법으로는 정의, 예시, 비교와 대조, 분류와 구분 등이 있다.",,표준국어대사전
고2-4,수능 어휘,대조,對照,확인,논리·독서,둘 이상인 대상의 내용을 맞대어 같고 다름을 검토함.,둘의 성격이 대조가 된다.,,표준국어대사전
고2-4,수능 어휘,대조,對照,확인,논리·독서,둘 이상인 대상의 내용을 맞대어 같고 다름을 검토함.,그의 까만 얼굴과 흰 이가 선명한 대조를 보인다.,,표준국어대사전
고2-4,수능 어휘,명료,明瞭,확인,논리·독서,‘명료하다’의 어근.,그의 글은 간결하고 명료했다.,,우리말샘
고2-4,수능 어휘,명료,明瞭,확인,논리·독서,‘명료하다’의 어근.,그가 화를 낸 이유는 간단명료하다.,,우리말샘
고2-4,수능 어휘,명료,明瞭,확인,논리·독서,‘명료하다’의 어근.,그는 자신의 입장을 간단명료히 말하였다.,,우리말샘
고2-4,수능 어휘,명료,明瞭,확인,논리·독서,‘명료하다’의 어근.,시적 감성이나 표현은 명료해야 한다. 모호함은 금물이다.,,우리말샘
고2-4,수능 어휘,모호,模糊,확인,논리·독서,막(漠)의 10분의 1이 되는 수. 즉 10－13을 이른다.,모호한 기대와 실망감이 동시에 교차되어 오는 그런 느낌이었다.,,우리말샘
고2-4,수능 어휘,모호,模糊,확인,논리·독서,막(漠)의 10분의 1이 되는 수. 즉 10－13을 이른다.,왜 모호하고 애매하게 ‘글쎄요’라고 하느냐고 제때에 가해져 오는 염상진의 공박이었다.,,우리말샘
고2-4,수능 어휘,모호,模糊,확인,논리·독서,막(漠)의 10분의 1이 되는 수. 즉 10－13을 이른다.,"그의 글의 겸손과 오만, 모호한 세계 인식과 가치 질서를 가시적이며 보편적인 경지로 끌어올리는 완만한 스타일을 배우기 전에….",,우리말샘
고2-4,수능 어휘,모호,模糊,확인,논리·독서,막(漠)의 10분의 1이 되는 수. 즉 10－13을 이른다.,시민은 토지 문제에 있어 허황한 국유화 개념이나 모호한 공개념 대신 아직은 막연하지만 ‘생명권(生命權)’ 개념을 그리기 시작했다.,,우리말샘
고2-4,수능 어휘,반박,反駁,확인,논리·독서,"어떤 의견, 주장, 논설 따위에 반대하여 말함.",반박의 여지가 없는 완벽한 논리.,,표준국어대사전
고2-4,수능 어휘,반박,反駁,확인,논리·독서,"어떤 의견, 주장, 논설 따위에 반대하여 말함.",그렇게 사사건건 반박만 하지 말고 건설적인 대안을 제시하시오.,,표준국어대사전
고2-4,수능 어휘,반박,反駁,확인,논리·독서,"어떤 의견, 주장, 논설 따위에 반대하여 말함.",그 제안에 대해서는 아무런 반박이 없었다.,,표준국어대사전
고2-4,수능 어휘,반박,反駁,확인,논리·독서,"어떤 의견, 주장, 논설 따위에 반대하여 말함.",반박 성명.,,표준국어대사전
고2-4,수능 어휘,변별,辨別,확인,논리·독서,사물의 옳고 그름이나 좋고 나쁨을 가림.,사물 변별 능력.,,표준국어대사전
고2-4,수능 어휘,변별,辨別,확인,논리·독서,사물의 옳고 그름이나 좋고 나쁨을 가림.,인터넷 블로그에는 업체의 협찬을 받아 작성한 평과 솔직한 평이 마구 섞여 있어 정확한 변별이 어렵다.,,표준국어대사전
고2-4,수능 어휘,변별,辨別,확인,논리·독서,사물의 옳고 그름이나 좋고 나쁨을 가림.,변별 기준.,,표준국어대사전
고2-4,수능 어휘,부연,敷衍,확인,논리·독서,이해하기 쉽도록 설명을 덧붙여 자세히 말함.,부연 설명.,,표준국어대사전
고2-4,수능 어휘,분석,分析,확인,논리·독서,얽혀 있거나 복잡한 것을 풀어서 개별적인 요소나 성질로 나눔.,자료의 분석을 마쳤다.,,표준국어대사전
고2-4,수능 어휘,분석,分析,확인,논리·독서,얽혀 있거나 복잡한 것을 풀어서 개별적인 요소나 성질로 나눔.,학교 당국은 학생들의 동맹 휴학을 겁낼 것이 아니라 그런 사건이 발생하지 않을 수 없는 상황의 분석과 판단에 중점을 둬야 할 거라고 생각해.,,표준국어대사전
